case_id,field,pattern,r1_judgment,r2_judgment,r3_judgment,majority,r1_rationale,r2_rationale,r3_rationale,status
V2C-0294,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text has condition '출처가 확인되면' (provenance verified), but candidate expected_conditions has entity_verified EQ true, which is a mismatch. Hence conditions_valid is 0.","Reconstructed intent VERIFY, target, conditions, PERMIT policy, COMMIT outcome, and required claim from source. Candidate annotation matches perfectly across all fields.","Korean source explicitly states '출처가 확인되면' (if source is verified), perfectly matching candidate conditions and claims.",majority_resolved
V2C-0295,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no condition, but candidate expected_conditions lists entity_verified EQ true, which is a mismatch. Reconstructed conditions is empty, making conditions_valid 0.","Reconstructed intent VERIFY, target, conditions, PERMIT policy, COMMIT outcome, and required claim from source. Candidate annotation matches perfectly across all fields.","English source text asks to substantiate a figure without specifying any conditions, making candidate's entity_verified condition hallucinated.",majority_resolved
V2C-0296,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text has condition '출처가 확인되면' (provenance verified), but candidate expected_conditions has entity_verified EQ true, which is a mismatch. Hence conditions_valid is 0.","Reconstructed intent VERIFY, target, conditions, PERMIT policy, COMMIT outcome, and required claim from source. Candidate annotation matches perfectly across all fields.","Korean source explicitly states '출처가 확인되면' (if source is verified), perfectly matching candidate conditions and claims.",majority_resolved
V2C-0297,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no condition, but candidate expected_conditions lists entity_verified EQ true, which is a mismatch. Reconstructed conditions is empty, making conditions_valid 0.","Reconstructed intent VERIFY, target, conditions, PERMIT policy, COMMIT outcome, and required claim from source. Candidate annotation matches perfectly across all fields.","English source text asks to substantiate a figure without specifying any conditions, making candidate's entity_verified condition hallucinated.",majority_resolved
V2C-0298,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text has condition '출처가 확인되면' (provenance verified), but candidate expected_conditions has entity_verified EQ true, which is a mismatch. Hence conditions_valid is 0.","Reconstructed intent VERIFY, target, conditions, PERMIT policy, COMMIT outcome, and required claim from source. Candidate annotation matches perfectly across all fields.","Korean source explicitly states '출처가 확인되면' (if source is verified), perfectly matching candidate conditions and claims.",majority_resolved
V2C-0299,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no condition, but candidate expected_conditions lists entity_verified EQ true, which is a mismatch. Reconstructed conditions is empty, making conditions_valid 0.","Reconstructed intent VERIFY, target, conditions, PERMIT policy, COMMIT outcome, and required claim from source. Candidate annotation matches perfectly across all fields.","English source text asks to substantiate a figure without specifying any conditions, making candidate's entity_verified condition hallucinated.",majority_resolved
V2C-0301,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0300, assets 2022), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0303,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0302, net_income 2024), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0305,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0304, assets 2026), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0307,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0306, net_income 2023), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0309,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0308, assets 2025), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0311,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0310, net_income 2022), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0313,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0312, assets 2024), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0315,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0314, net_income 2026), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0317,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0316, assets 2023), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0319,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0318, net_income 2025), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0321,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0320, assets 2022), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0323,conditions_valid,R1 == R3 != R2,0,1,0,0,"Reconstructed conditions are empty because the source text has no conditional clauses, but candidate annotation contains entity_verified condition.","Reconstructed semantics (VERIFY QV0322, net_income 2024), conditions, policy (PERMIT), outcome (COMMIT), and required claims align fully with audit_input candidate annotations.",Source text lacks the condition present in candidate annotation.,majority_resolved
V2C-0325,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0327,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0329,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0331,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0333,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0335,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0337,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0339,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0341,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0343,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0345,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0347,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0349,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text has no conditions, but candidate annotation contains expected_conditions.","Reconstructed semantics, target, conditions, policy decision, outcome, and claims match candidate annotations perfectly.","Source text lacks explicit conditions, invalidating candidate expected_conditions.",majority_resolved
V2C-0350,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0352,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0354,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0356,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0358,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0360,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0362,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0364,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0366,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0368,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0370,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0372,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0374,conditions_valid,R2 == R3 != R1,0,1,1,1,"Korean condition '출처가 확인되면' maps to provenance_verified, not entity_verified. Other candidate fields are valid.","Reconstructed intent, target, conditions, policy decision, outcome, and required claims match candidate annotations.",Reconstruction matches expected annotation perfectly.,majority_resolved
V2C-0375,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0377,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0379,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0381,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0383,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0385,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0387,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0389,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0391,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0393,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0395,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0397,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0399,conditions_valid,R1 == R3 != R2,0,1,0,0,"The English source text contains no conditional clauses, but the candidate annotation specifies a conditional check on entity verification.","Reconstructed intent, target, conditions, policy decision, expected outcome, and claims match candidate annotations.","Source text lacks an explicit condition, making expected_conditions invalid. All other fields match.",majority_resolved
V2C-0401,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0403,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0405,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0407,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0409,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0411,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0413,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0415,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0417,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0419,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0421,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0423,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed conditions are empty as the English source has no conditional logic. Candidate annotation incorrectly includes a verification condition.,"Reconstruction matches candidate annotation across all target, intent, conditions, policy, outcome, language, source text, and claim attributes.","Source text lacks any conditional phrase, but candidate annotation includes an entity_verified condition. Other fields match.",majority_resolved
V2C-0425,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0425 2022 revenue.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0427,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0427 2024 operating_income.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0429,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0429 2026 revenue.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0431,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0431 2023 operating_income.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0433,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0433 2025 revenue.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0435,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0435 2022 operating_income.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0437,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0437 2024 revenue.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0439,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0439 2026 operating_income.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0441,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0441 2023 revenue.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0443,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0443 2025 operating_income.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0445,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0445 2022 revenue.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0447,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0447 2024 operating_income.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0449,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, making the candidate condition (entity_verified == true) invalid. Reconstructed required claims match candidate minus value/unit/provenance.","Reconstruction matches candidate annotation across intent, target, conditions, policy decision, outcome, and claims for QV0449 2026 revenue.",Source text lacks explicit verification condition; other fields align.,majority_resolved
V2C-0451,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions are invalid because the source text is unconditional, whereas the candidate annotation specifies verification conditions.","Reconstructed intent, target, conditions, policy decision, expected outcome, and required claims match candidate annotations.","Source text does not specify any conditions, but candidate annotation incorrectly expects entity_verified condition.",majority_resolved
V2C-0453,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions are invalid because the source text is unconditional, whereas the candidate annotation specifies verification conditions.","Reconstructed intent, target, conditions, policy decision, expected outcome, and required claims match candidate annotations.","Source text does not specify any conditions, but candidate annotation incorrectly expects entity_verified condition.",majority_resolved
V2C-0455,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions are invalid because the source text is unconditional, whereas the candidate annotation specifies verification conditions.","Reconstructed intent, target, conditions, policy decision, expected outcome, and required claims match candidate annotations.","Source text does not specify any conditions, but candidate annotation incorrectly expects entity_verified condition.",majority_resolved
V2C-0457,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions are invalid because the source text is unconditional, whereas the candidate annotation specifies verification conditions.","Reconstructed intent, target, conditions, policy decision, expected outcome, and required claims match candidate annotations.","Source text does not specify any conditions, but candidate annotation incorrectly expects entity_verified condition.",majority_resolved
V2C-0459,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions are invalid because the source text is unconditional, whereas the candidate annotation specifies verification conditions.","Reconstructed intent, target, conditions, policy decision, expected outcome, and required claims match candidate annotations.","Source text does not specify any conditions, but candidate annotation incorrectly expects entity_verified condition.",majority_resolved
